turns_in_diag	first_utt_idx_in_diag	human_response	prompt	corpus	sample_index
164	39	A:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle	B:uh-huh\nA:go up through between the cottage and the ravine 'til you get to stop just above the ravine\nB:uh-huh\nA:and do you have a remote village\nB:no\nA:well on my map to the right of burnt cottage there's a remote village. okay\nB:right of the burnt forest\nA:uh-huh. and that's just situated above the ravine\nB:uh-huh	maptask	2708
164	40	B:right	A:go up through between the cottage and the ravine 'til you get to stop just above the ravine\nB:uh-huh\nA:and do you have a remote village\nB:no\nA:well on my map to the right of burnt cottage there's a remote village. okay\nB:right of the burnt forest\nA:uh-huh. and that's just situated above the ravine\nB:uh-huh\nA:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle	maptask	2709
164	41	A:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest	B:uh-huh\nA:and do you have a remote village\nB:no\nA:well on my map to the right of burnt cottage there's a remote village. okay\nB:right of the burnt forest\nA:uh-huh. and that's just situated above the ravine\nB:uh-huh\nA:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle\nB:right	maptask	2710
164	42	B:a pine grove	A:and do you have a remote village\nB:no\nA:well on my map to the right of burnt cottage there's a remote village. okay\nB:right of the burnt forest\nA:uh-huh. and that's just situated above the ravine\nB:uh-huh\nA:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle\nB:right\nA:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest	maptask	2711
164	43	A:a pine grove uh-huh	B:no\nA:well on my map to the right of burnt cottage there's a remote village. okay\nB:right of the burnt forest\nA:uh-huh. and that's just situated above the ravine\nB:uh-huh\nA:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle\nB:right\nA:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest\nB:a pine grove	maptask	2712
164	44	B:uh-huh	A:well on my map to the right of burnt cottage there's a remote village. okay\nB:right of the burnt forest\nA:uh-huh. and that's just situated above the ravine\nB:uh-huh\nA:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle\nB:right\nA:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest\nB:a pine grove\nA:a pine grove uh-huh	maptask	2713
164	45	A:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove	B:right of the burnt forest\nA:uh-huh. and that's just situated above the ravine\nB:uh-huh\nA:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle\nB:right\nA:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest\nB:a pine grove\nA:a pine grove uh-huh\nB:uh-huh	maptask	2714
164	46	B:a diagonal	A:uh-huh. and that's just situated above the ravine\nB:uh-huh\nA:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle\nB:right\nA:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest\nB:a pine grove\nA:a pine grove uh-huh\nB:uh-huh\nA:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove	maptask	2715
164	47	A:from from the top of the ravine to underneath the pine grove	B:uh-huh\nA:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle\nB:right\nA:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest\nB:a pine grove\nA:a pine grove uh-huh\nB:uh-huh\nA:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove\nB:a diagonal	maptask	2716
164	48	B:so it's like diagonally down	A:okay. so i want you to imagine i want you to imagine that the remote village is there just to the right of the burnt forest right so it's kind of like in a triangle\nB:right\nA:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest\nB:a pine grove\nA:a pine grove uh-huh\nB:uh-huh\nA:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove\nB:a diagonal\nA:from from the top of the ravine to underneath the pine grove	maptask	2717
164	49	A:uh-huh. okay and then. do you have anything underneath pine grove	B:right\nA:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest\nB:a pine grove\nA:a pine grove uh-huh\nB:uh-huh\nA:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove\nB:a diagonal\nA:from from the top of the ravine to underneath the pine grove\nB:so it's like diagonally down	maptask	2718
164	50	B:avalanche	A:so draw your line to the right horizontally above the ravine okay. then do you have a pine forest\nB:a pine grove\nA:a pine grove uh-huh\nB:uh-huh\nA:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove\nB:a diagonal\nA:from from the top of the ravine to underneath the pine grove\nB:so it's like diagonally down\nA:uh-huh. okay and then. do you have anything underneath pine grove	maptask	2719
164	51	A:mm is that just right beneath it	B:a pine grove\nA:a pine grove uh-huh\nB:uh-huh\nA:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove\nB:a diagonal\nA:from from the top of the ravine to underneath the pine grove\nB:so it's like diagonally down\nA:uh-huh. okay and then. do you have anything underneath pine grove\nB:avalanche	maptask	2720
164	52	B:it's underneath it to the right	A:a pine grove uh-huh\nB:uh-huh\nA:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove\nB:a diagonal\nA:from from the top of the ravine to underneath the pine grove\nB:so it's like diagonally down\nA:uh-huh. okay and then. do you have anything underneath pine grove\nB:avalanche\nA:mm is that just right beneath it	maptask	2721
164	53	A:do you have concealed hideout	B:uh-huh\nA:i want you to draw the line keep going to your right okay so you're sort of like drawing towards the top of the pine grove then stop and go from left to right in a diagonal underneath the pine grove\nB:a diagonal\nA:from from the top of the ravine to underneath the pine grove\nB:so it's like diagonally down\nA:uh-huh. okay and then. do you have anything underneath pine grove\nB:avalanche\nA:mm is that just right beneath it\nB:it's underneath it to the right	maptask	2722
